id,type,src,dst,app,latency,message,ctime,size,buffer
125,LINK,4,0,7,2.0000517968266665,7_(30-33),3987.1136300882035,3884762,1
125,LINK,0,1,7,4.000051796826667,7_(30-33),3989.11368188503,3884762,1
132,LINK,4,5,4,3.0000245025733334,4_(19-22),3994.4954158349706,1837693,0
132,LINK,5,36,4,4.000024502573333,4_(19-22),3997.495440337544,1837693,0
130,LINK,22,3,4,4.000041452746666,4_(19-21),4006.9255236855247,3108956,0
134,LINK,22,3,0,4.000041167466667,M.USER.APP.0,4009,3087560,1
130,LINK,3,7,4,4.000041452746666,4_(19-21),4010.9255651382714,3108956,1
134,LINK,3,12,0,4.000041167466667,M.USER.APP.0,4014.9256063057383,3087560,1
130,LINK,7,19,4,4.000041452746666,4_(19-21),4014.925606591018,3108956,1
127,LINK,38,10,7,2.0000252570933332,7_(31-32),4029.926409902179,1894282,0
127,LINK,38,4,7,4.000057682466666,7_(31-35),4029.926409902179,4326185,1
127,LINK,10,8,7,2.0000252570933332,7_(31-32),4031.9264351592724,1894282,1
127,LINK,4,11,7,3.0000576824666667,7_(31-35),4033.9264675846457,4326185,0
127,LINK,11,48,7,3.0000576824666667,7_(31-35),4036.9265252671125,4326185,0
131,LINK,22,3,4,4.000041452746666,4_(19-21),4061.5673346042995,3108956,0
135,LINK,46,19,3,4.000033926453334,M.USER.APP.3,4063,2544484,1
131,LINK,3,7,4,4.000041452746666,4_(19-21),4065.567376057046,3108956,1
135,LINK,19,7,3,4.000033926453334,M.USER.APP.3,4067.0000339264534,2544484,1
131,LINK,7,19,4,4.000041452746666,4_(19-21),4069.567417509793,3108956,1
135,LINK,7,3,3,4.000033926453334,M.USER.APP.3,4071.000067852907,2544484,1
133,LINK,3,2,5,2.0000496216266668,5_(23-25),4074.2897819609416,3721622,1
135,LINK,3,12,3,4.000033926453334,M.USER.APP.3,4075.00010177936,2544484,1
133,LINK,2,4,5,4.000049621626666,5_(23-25),4076.2898315825682,3721622,1
136,LINK,6,4,9,3.0000234674133335,M.USER.APP.9,4077,1760056,2
136,LINK,4,23,9,4.0000234674133335,M.USER.APP.9,4080.0000234674135,1760056,1
133,LINK,4,38,5,4.000049621626666,5_(23-25),4080.289881204195,3721622,1
125,LINK,38,10,7,2.0000252570933332,7_(31-32),4111.923163148932,1894282,0
125,LINK,38,4,7,4.000057682466666,7_(31-35),4111.923163148932,4326185,1
125,LINK,10,8,7,2.0000252570933332,7_(31-32),4113.9231884060255,1894282,1
125,LINK,4,11,7,3.0000576824666667,7_(31-35),4115.923220831399,4326185,0
125,LINK,11,48,7,3.0000576824666667,7_(31-35),4118.923278513866,4326185,0
137,LINK,6,4,2,3.0000489953466665,M.USER.APP.2,4148,3674651,0
137,LINK,4,5,2,3.0000489953466665,M.USER.APP.2,4151.000048995346,3674651,0
127,LINK,8,7,7,4.0000387000133335,7_(34-36),4152.0122550717815,2902501,1
137,LINK,5,8,2,4.000048995346667,M.USER.APP.2,4154.000097990693,3674651,1
127,LINK,7,3,7,4.0000387000133335,7_(34-36),4156.012293771795,2902501,1
137,LINK,8,25,2,4.000048995346667,M.USER.APP.2,4158.000146986039,3674651,1
138,LINK,31,3,6,4.000051040773333,M.USER.APP.6,4181,3828058,0
135,LINK,12,10,3,3.0000550610666665,3_(13-14),4187.8025309153945,4129580,0
135,LINK,10,37,3,4.000055061066667,3_(13-14),4190.802585976461,4129580,0
137,LINK,25,8,2,4.000031140586667,2_(10-11),4210.922102675097,2335544,0
137,LINK,8,10,2,2.0000311405866666,2_(10-11),4214.922133815684,2335544,0
137,LINK,10,37,2,4.000031140586667,2_(10-11),4216.9221649562705,2335544,0
139,LINK,22,3,0,4.000041167466667,M.USER.APP.0,4232,3087560,0
125,LINK,8,7,7,4.0000387000133335,7_(34-36),4234.009008318534,2902501,1
139,LINK,3,12,0,4.000041167466667,M.USER.APP.0,4236.000041167466,3087560,1
125,LINK,7,3,7,4.0000387000133335,7_(34-36),4238.009047018548,2902501,1
138,LINK,3,7,6,4.000050739573333,6_(26-27),4249.308462255727,3805468,0
138,LINK,3,2,6,2.0000390183066665,6_(26-28),4249.308462255727,2926373,1
138,LINK,2,4,6,4.0000390183066665,6_(26-28),4251.308501274034,2926373,1
138,LINK,7,8,6,4.000050739573333,6_(26-27),4253.308512995301,3805468,1
138,LINK,4,38,6,4.0000390183066665,6_(26-28),4255.308540292341,2926373,1
138,LINK,8,25,6,4.000050739573333,6_(26-27),4257.308563734874,3805468,1
140,LINK,31,3,4,4.0000454646,M.USER.APP.4,4260,3409845,1
140,LINK,3,22,4,4.0000454646,M.USER.APP.4,4264.0000454646,3409845,0
135,LINK,37,36,3,2.00002022292,3_(14-15),4285.1910567104405,1516719,0
135,LINK,37,36,3,2.00002831144,3_(14-16),4285.1910567104405,2123358,1
135,LINK,36,18,3,3.00002022292,3_(14-15),4287.191076933361,1516719,1
141,LINK,46,19,3,4.000033926453334,M.USER.APP.3,4289,2544484,2
135,LINK,36,18,3,3.00002831144,3_(14-16),4289.1911052448,2123358,2
141,LINK,19,7,3,4.000033926453334,M.USER.APP.3,4293.000033926453,2544484,1
141,LINK,7,3,3,4.000033926453334,M.USER.APP.3,4297.000067852907,2544484,0
141,LINK,3,12,3,4.000033926453334,M.USER.APP.3,4301.00010177936,2544484,0
142,LINK,6,4,9,3.0000234674133335,M.USER.APP.9,4304,1760056,1
142,LINK,4,23,9,4.0000234674133335,M.USER.APP.9,4307.0000234674135,1760056,0
140,LINK,22,3,4,4.000041452746666,4_(19-21),4322.641901847975,3108956,0
140,LINK,3,7,4,4.000041452746666,4_(19-21),4326.641943300721,3108956,0
140,LINK,7,19,4,4.000041452746666,4_(19-21),4330.641984753468,3108956,0
135,LINK,18,19,3,2.0000333574266667,3_(16-18),4345.524458801054,2501807,0
143,LINK,45,3,1,3.000025791346667,M.USER.APP.1,4349,1934351,0
143,LINK,3,12,1,4.000025791346666,M.USER.APP.1,4352.000025791347,1934351,0
143,LINK,12,3,1,4.00004333164,1_(2-4),4397.890271143572,3249873,0
143,LINK,12,3,1,4.00004113016,1_(2-5),4397.890271143572,3084762,1
143,LINK,12,10,1,3.0000212946666664,1_(2-9),4397.890271143572,1597100,2
143,LINK,10,8,1,2.0000212946666664,1_(2-9),4400.890292438239,1597100,2
143,LINK,3,7,1,4.00004333164,1_(2-4),4401.890314475212,3249873,2
143,LINK,8,25,1,4.0000212946666664,1_(2-9),4402.890313732906,1597100,2
143,LINK,3,7,1,4.00004113016,1_(2-5),4405.890355605372,3084762,2
143,LINK,7,16,1,3.00004333164,1_(2-4),4405.890357806852,3249873,2
143,LINK,7,16,1,3.00004113016,1_(2-5),4409.890398937012,3084762,0
141,LINK,12,10,3,3.0000550610666665,3_(13-14),4413.8025309153945,4129580,0
141,LINK,10,37,3,4.000055061066667,3_(13-14),4416.802585976461,4129580,0
143,LINK,12,3,1,4.000022975693334,1_(3-6),4441.556937810239,1723177,0
143,LINK,12,3,1,4.000044022413333,1_(3-7),4441.556937810239,3301681,1
143,LINK,12,10,1,3.00003729268,1_(3-8),4441.556937810239,2796951,2
143,LINK,10,8,1,2.00003729268,1_(3-8),4444.556975102919,2796951,2
143,LINK,3,7,1,4.000022975693334,1_(3-6),4445.5569607859325,1723177,2
143,LINK,8,25,1,4.00003729268,1_(3-8),4446.557012395599,2796951,2
143,LINK,7,16,1,3.000022975693333,1_(3-6),4449.556983761626,1723177,2
